Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
03/02/2022,South Carolina,2020,10,2020-03-07,1133,1017,11,217,37,61,25,62,27,19,13,240,68,0,0,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2020,11,2020-03-14,1103,1013,15,214,35,60,16,59,26,23,,223,62,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,12,2020-03-21,1067,967,15,212,31,60,18,56,16,13,,235,58,,,,,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,South Carolina,2020,13,2020-03-28,1039,946,13,215,31,47,21,59,27,30,10,205,50,19,17,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2020,14,2020-04-04,1048,951,14,187,44,56,15,60,20,18,12,213,38,36,35,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2020,15,2020-04-11,1138,1029,12,200,45,53,14,52,20,17,11,228,57,57,51,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2020,16,2020-04-18,1049,938,15,175,36,57,15,59,22,17,13,214,56,47,43,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2020,17,2020-04-25,1023,924,14,195,23,45,11,61,10,15,12,205,54,62,62,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2020,18,2020-05-02,1033,925,17,196,33,49,16,53,17,17,15,189,59,63,61,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2020,19,2020-05-09,1060,954,23,206,42,33,15,46,21,20,,208,48,72,69,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,20,2020-05-16,1110,994,15,196,35,46,10,69,12,12,11,203,58,68,66,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2020,21,2020-05-23,1046,918,17,210,43,35,,53,14,14,,200,61,59,56,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,22,2020-05-30,1048,927,17,181,35,34,,55,15,13,12,188,50,65,60,,,,,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,South Carolina,2020,23,2020-06-06,1037,925,16,196,23,50,14,59,14,19,,207,47,64,58,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,24,2020-06-13,1079,947,14,209,33,50,12,55,20,19,,187,43,50,43,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,25,2020-06-20,1052,927,,185,49,47,,56,13,18,,189,63,57,52,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,26,2020-06-27,1099,984,11,187,38,41,11,49,21,20,,219,66,85,77,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,27,2020-07-04,1197,1066,13,203,27,60,,63,11,18,,258,53,129,114,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,28,2020-07-11,1218,1095,23,212,29,61,11,44,15,17,,212,60,146,135,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,29,2020-07-18,1334,1209,21,199,49,57,14,57,16,21,12,221,61,230,205,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2020,30,2020-07-25,1352,1257,13,213,38,59,15,48,12,17,,227,44,321,303,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,31,2020-08-01,1329,1206,22,177,38,58,,60,23,22,,213,57,288,271,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,32,2020-08-08,1368,1254,20,212,41,54,12,66,12,17,13,224,56,269,246,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2020,33,2020-08-15,1319,1217,22,222,37,64,15,52,12,15,,232,59,241,212,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,34,2020-08-22,1181,1073,16,200,27,52,,54,16,23,,192,51,207,186,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,35,2020-08-29,1240,1127,17,215,31,51,,41,14,26,,210,56,201,180,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,36,2020-09-05,1243,1113,16,215,44,50,10,52,18,19,,218,54,183,154,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,37,2020-09-12,1186,1048,13,215,31,57,,53,14,12,,215,61,143,123,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,38,2020-09-19,1142,1032,15,215,36,34,17,62,18,18,,193,41,137,123,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,39,2020-09-26,1151,1037,20,202,35,40,16,59,19,18,10,197,51,122,108,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2020,40,2020-10-03,1141,1030,24,203,30,46,11,53,20,21,,215,45,104,97,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,41,2020-10-10,1133,1034,15,210,38,38,,59,12,16,,241,53,91,82,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,42,2020-10-17,1062,958,14,179,34,45,,51,17,17,,195,41,118,109,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,43,2020-10-24,1147,1042,14,207,23,43,,57,16,20,,223,58,127,118,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,44,2020-10-31,1224,1109,17,205,42,49,14,62,12,19,,227,63,123,111,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,45,2020-11-07,1185,1056,26,202,41,46,,49,20,19,,225,38,116,105,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,46,2020-11-14,1136,1030,19,216,46,40,11,51,16,13,,192,55,119,104,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,47,2020-11-21,1192,1059,19,184,34,43,12,50,19,18,14,214,70,129,110,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2020,48,2020-11-28,1214,1102,14,199,38,58,14,56,20,18,,225,56,136,127,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,49,2020-12-05,1287,1173,24,195,42,50,14,46,24,20,,226,66,189,178,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,50,2020-12-12,1281,1178,20,224,44,51,12,51,19,17,10,237,55,192,168,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2020,51,2020-12-19,1367,1252,18,199,50,42,12,57,23,25,13,239,48,262,230,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2020,52,2020-12-26,1419,1310,20,208,40,41,11,61,17,21,,243,57,312,290,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2020,53,2021-01-02,1511,1405,20,183,61,60,,67,21,22,,245,72,369,342,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,1,2021-01-09,1590,1451,15,206,39,45,16,56,17,18,12,278,65,434,415,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2021,2,2021-01-16,1640,1518,18,191,56,58,19,75,27,13,,252,60,506,475,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,3,2021-01-23,1699,1603,15,220,46,68,14,65,19,19,,261,59,519,497,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,4,2021-01-30,1582,1474,16,208,41,51,14,68,27,19,,263,79,466,426,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,5,2021-02-06,1501,1381,18,205,35,62,11,60,17,31,,238,58,397,364,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,6,2021-02-13,1368,1277,19,179,32,46,,61,16,19,11,246,83,309,289,,,,,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,South Carolina,2021,7,2021-02-20,1252,1140,11,200,33,56,,57,24,12,,239,59,225,204,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,8,2021-02-27,1239,1137,13,211,42,57,11,51,14,16,,240,50,188,179,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,9,2021-03-06,1195,1095,14,203,45,53,18,51,16,19,,226,58,155,128,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,10,2021-03-13,1169,1050,18,195,25,54,,60,17,15,,217,62,123,110,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,11,2021-03-20,1053,943,21,182,26,39,,47,12,18,,214,60,94,77,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,12,2021-03-27,1102,995,11,200,36,55,11,49,17,12,,223,56,86,79,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,13,2021-04-03,998,887,13,158,24,40,10,59,16,13,13,205,47,70,69,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2021,14,2021-04-10,1131,1001,11,222,29,53,,48,13,19,10,207,53,78,72,,,,,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,South Carolina,2021,15,2021-04-17,1099,986,19,201,38,44,,33,21,17,,230,57,78,68,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,16,2021-04-24,1067,930,12,183,34,41,,54,11,13,,214,56,89,74,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,17,2021-05-01,1152,1009,12,233,27,35,13,59,14,19,,216,47,74,66,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,18,2021-05-08,1071,946,16,184,34,38,11,67,20,14,10,226,53,60,55,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2021,19,2021-05-15,1086,961,10,193,37,50,,60,17,18,,212,60,63,55,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,20,2021-05-22,1025,893,15,202,15,37,10,52,16,12,,195,54,34,29,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,21,2021-05-29,1024,905,14,196,28,37,12,53,24,,14,209,50,32,26,,,,,,,,,,Suppressed (counts 1-9),,,,,
03/02/2022,South Carolina,2021,22,2021-06-05,1032,907,12,198,25,45,,51,15,16,,194,55,31,24,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,23,2021-06-12,1033,904,10,189,25,45,10,50,21,18,,214,58,28,26,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,24,2021-06-19,1079,956,10,206,26,44,14,57,19,13,12,236,53,23,16,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2021,25,2021-06-26,1031,903,15,194,24,52,13,45,11,16,14,194,56,18,15,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2021,26,2021-07-03,1028,890,17,195,26,28,,62,11,20,,214,61,20,15,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,27,2021-07-10,1043,919,12,217,30,43,15,46,16,18,,206,68,24,18,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,28,2021-07-17,1024,908,17,216,29,32,12,59,17,20,,216,59,21,17,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,29,2021-07-24,1079,954,16,201,22,43,11,56,12,16,10,219,56,35,34,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2021,30,2021-07-31,1109,994,15,215,24,44,11,48,18,22,,242,51,55,54,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,South Carolina,2021,31,2021-08-07,1138,1014,14,204,35,46,12,48,16,11,13,210,40,113,108,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2021,32,2021-08-14,1272,1140,26,195,33,50,11,34,16,13,17,253,68,193,185,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2021,33,2021-08-21,1351,1210,13,196,31,47,,60,21,15,19,239,61,276,260,,,,,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,South Carolina,2021,34,2021-08-28,1392,1296,12,214,33,37,12,59,19,18,12,199,54,365,346,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2021,35,2021-09-04,1456,1344,10,190,37,46,,56,13,,18,238,71,401,385,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
03/02/2022,South Carolina,2021,36,2021-09-11,1447,1334,10,190,39,48,,51,24,23,17,201,49,453,436,,,,,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,South Carolina,2021,37,2021-09-18,1531,1421,11,190,39,49,13,45,19,12,18,246,45,523,500,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2021,38,2021-09-25,1427,1322,11,203,25,47,16,50,17,20,22,204,57,449,432,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2021,39,2021-10-02,1282,1185,,164,33,59,,52,15,12,31,218,43,351,331,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,South Carolina,2021,40,2021-10-09,1360,1272,18,214,34,44,,56,18,19,27,204,56,335,312,,,,,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,South Carolina,2021,41,2021-10-16,1274,1168,10,189,22,48,,61,19,14,41,235,63,237,220,,,,,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,South Carolina,2021,42,2021-10-23,1175,1085,19,180,29,42,12,60,14,19,40,224,51,202,181,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2021,43,2021-10-30,1105,1026,16,182,31,35,21,44,10,16,45,203,52,123,116,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2021,44,2021-11-06,1090,1006,20,178,42,33,10,53,17,25,27,210,64,103,90,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2021,45,2021-11-13,1146,1046,13,192,28,45,,45,13,22,44,247,60,94,85,,,,,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,South Carolina,2021,46,2021-11-20,1108,1024,12,185,31,36,10,56,17,17,52,225,58,93,86,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2021,47,2021-11-27,1167,1076,24,172,45,46,,51,13,15,46,212,64,95,82,,,,,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,South Carolina,2021,48,2021-12-04,1143,1070,15,192,18,42,18,55,16,15,52,268,54,67,57,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2021,49,2021-12-11,1115,1040,22,186,35,38,13,50,15,14,62,223,61,75,69,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2021,50,2021-12-18,1005,938,14,157,19,45,,47,12,19,46,208,53,77,72,,,,,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,South Carolina,2021,51,2021-12-25,1067,1009,12,167,36,44,14,53,,15,62,224,52,105,93,,,,,,,,,Suppressed (counts 1-9),,,,,,
03/02/2022,South Carolina,2021,52,2022-01-01,1010,946,11,164,32,37,,49,13,18,58,205,44,96,85,,,,,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,South Carolina,2022,1,2022-01-08,744,702,12,117,26,19,13,33,11,,45,138,24,105,94,,,,,,,,,,Suppressed (counts 1-9),,,,,
03/02/2022,South Carolina,2022,2,2022-01-15,1055,1008,12,142,25,38,16,52,18,10,84,185,54,182,157,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2022,3,2022-01-22,1076,1031,11,140,30,36,13,39,11,17,74,192,60,242,215,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2022,4,2022-01-29,1477,1423,16,205,35,49,10,55,25,17,107,206,63,404,342,,,,,,,,,,,,,,,
03/02/2022,South Carolina,2022,5,2022-02-05,1388,1344,16,190,29,49,,59,18,14,139,217,55,353,297,,,,,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,South Carolina,2022,6,2022-02-12,1021,987,10,143,32,34,,44,18,11,104,150,40,245,213,,,,,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,South Carolina,2022,7,2022-02-19,830,805,17,96,,47,10,32,16,16,93,127,46,146,122,,,,,Suppressed (counts 1-9),,,,,,,,,,
03/02/2022,South Dakota,2020,1,2020-01-04,170,145,,38,,,,,,,0,39,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,South Dakota,2020,2,2020-01-11,170,157,0,38,,,,13,,,0,33,11,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,South Dakota,2020,3,2020-01-18,168,155,0,30,,12,,,0,0,0,44,,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
03/02/2022,South Dakota,2020,4,2020-01-25,151,142,,32,,15,,,,,0,29,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,South Dakota,2020,5,2020-02-01,162,152,,39,,11,,,,,,41,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,South Dakota,2020,6,2020-02-08,150,143,,41,,,,10,,,0,25,19,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,South Dakota,2020,7,2020-02-15,178,165,,38,,12,,13,,,0,36,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
03/02/2022,South Dakota,2020,8,2020-02-22,177,158,,35,12,15,,12,,,,36,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
03/02/2022,South Dakota,2020,9,2020-02-29,163,149,,32,,,,12,,,,33,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
03/02/2022,South Dakota,2020,10,2020-03-07,194,182,,50,,13,,17,,0,0,41,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
03/02/2022,South Dakota,2020,11,2020-03-14,166,155,,35,10,11,,10,,,0,42,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,South Dakota,2020,12,2020-03-21,162,152,,28,,,,14,,,0,26,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,South Dakota,2020,13,2020-03-28,149,140,,36,,,,10,,0,,27,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,South Dakota,2020,14,2020-04-04,170,154,,39,,,0,10,0,0,,35,11,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,South Dakota,2020,15,2020-04-11,150,138,,26,,11,,,,,0,42,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,South Dakota,2020,16,2020-04-18,154,142,,31,,,,,,,,26,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,South Dakota,2020,17,2020-04-25,176,160,,36,,14,,,,0,0,36,10,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,South Dakota,2020,18,2020-05-02,159,143,,32,,,,,,0,0,26,,16,16,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
03/02/2022,South Dakota,2020,19,2020-05-09,181,159,,33,,,,18,,0,0,33,11,15,15,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
03/02/2022,South Dakota,2020,20,2020-05-16,147,133,,26,,,,,0,,0,39,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,South Dakota,2020,21,2020-05-23,162,150,,28,,10,,,,,0,39,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,South Dakota,2020,22,2020-05-30,157,147,,39,,,0,10,,,0,30,,10,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
03/02/2022,South Dakota,2020,23,2020-06-06,147,127,0,27,,,,,0,0,,28,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,South Dakota,2020,24,2020-06-13,159,142,,23,,,,,,,,35,,11,11,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,South Dakota,2020,25,2020-06-20,176,155,,39,,,,10,,,,32,,12,12,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,South Dakota,2020,26,2020-06-27,163,138,,39,,15,0,,,,0,28,,10,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
03/02/2022,South Dakota,2020,27,2020-07-04,160,139,,28,,,,,,,,38,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,South Dakota,2020,28,2020-07-11,172,158,0,39,,11,,10,0,0,,23,,14,14,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,South Dakota,2020,29,2020-07-18,158,149,,38,,10,,,0,0,,30,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,South Dakota,2020,30,2020-07-25,173,155,,31,10,10,,,,,,30,,15,13,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,South Dakota,2020,31,2020-08-01,151,135,0,42,,,,,,,0,34,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,South Dakota,2020,32,2020-08-08,187,165,,47,10,11,0,,,,,27,,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,South Dakota,2020,33,2020-08-15,162,133,,29,,,,,,0,,37,,11,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
03/02/2022,South Dakota,2020,34,2020-08-22,169,148,,30,,13,,,0,,,33,10,10,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
